,15089.899,15319.806,15557.726,15804.409,16062.226,16330.552,16610.75,16904.352,17213.19,17539.521,17886.021,18256.883,18658.686,19093.182,19564.852,20087.947,20663.176,20977.734,21309.668,21661.396,22035.7,22435.914,22866.068,23331.006,23836.543,24273.06,24745.992,25258.025,25816.293,26429.545,26852.326,27301.496,27782.457,28303.19
2023-01-01 00:00:00,137.76466,124.42839,116.149734,114.357864,118.15098,121.29433,122.79231,126.52846,127.27939,117.859,110.343544,111.92855,109.78769,101.30439,102.23791,97.67536,83.45303,78.25158,81.83075,97.0299,114.986916,123.32477,120.49849,108.87153,90.65386,83.18619,138.51564,135.95946,127.57617,117.86656,113.20287,110.092705,107.88936,105.71062
2023-01-01 12:00:00,137.92825,138.14055,148.21298,155.34409,157.56798,158.40184,159.18425,156.62137,155.03117,158.70952,148.24799,136.52835,126.4046,109.21252,97.80099,99.023895,96.20095,99.04529,101.51014,100.07972,94.3924,93.635475,105.92444,118.18378,123.40598,125.06155,115.11136,102.69204,92.83105,81.412636,74.66266,71.24315,72.1084,77.05317
2023-01-02 00:00:00,197.60522,197.26814,194.54285,190.16759,185.75774,181.97057,179.40541,176.4372,165.50143,148.60703,134.59293,115.407875,99.04159,100.673935,105.86625,105.77112,113.15286,118.33973,119.634445,116.29625,108.66123,101.53724,101.90387,101.53545,93.7044,82.471504,70.67488,66.236946,82.46279,106.0981,105.78313,101.81802,95.83773,89.534
2023-01-02 12:00:00,197.63701,191.57896,182.4575,172.2907,162.9177,154.98473,150.17728,147.90582,145.73781,141.97227,136.89948,131.27498,125.6861,110.83225,96.770584,105.764565,115.48925,111.19919,104.58646,97.66937,94.77975,100.88546,105.99518,98.18012,85.6862,80.35027,81.28694,83.67685,83.57686,80.582306,78.01473,74.524506,69.697716,63.806732
2023-01-03 00:00:00,161.61778,159.78493,159.96742,163.77924,163.72299,156.18831,144.41676,134.09764,129.40295,133.64308,116.61976,92.06708,97.95346,101.0919,101.456764,101.07099,97.31661,92.29309,88.91833,89.74979,95.162926,99.13542,94.5747,85.530594,80.88696,78.14378,80.293846,83.90004,84.007034,81.56473,80.943985,82.40554,86.99909,95.880356
2023-01-03 12:00:00,146.4989,148.28899,148.74887,145.80063,139.4593,131.04666,122.66463,121.14711,138.32,140.06892,127.874664,111.26616,94.97165,87.44167,90.73029,93.544334,85.55008,83.615364,86.432526,93.274254,98.979706,100.00859,99.138985,97.44796,87.176476,68.27356,49.062744,39.02124,39.208633,53.906868,71.12732,85.74394,94.90457,97.50944
2023-01-04 00:00:00,150.48883,143.98666,135.73347,129.62897,125.205734,119.8472,125.00838,152.54639,175.91064,161.5274,125.12048,82.08226,61.631752,62.641434,71.728455,79.38576,91.80721,97.72271,100.37942,99.15975,93.99667,85.97952,75.930595,64.207855,60.403656,67.912704,85.95655,111.3491,127.77466,131.58926,128.45145,123.22143,116.18181,108.18888
2023-01-04 12:00:00,120.531525,115.61756,119.34543,131.91235,143.44238,151.48875,153.8234,142.71313,114.07622,74.48054,46.235107,41.24234,94.68296,101.411285,98.69606,99.36162,96.79106,93.27467,88.16006,81.515656,73.611496,65.129456,57.8519,55.074104,59.591576,68.035965,73.21971,71.53254,66.11644,64.791916,72.48942,86.42816,101.09844,106.41639
2023-01-05 00:00:00,194.25557,202.41696,202.66579,193.68916,181.91483,172.60771,162.63823,147.59262,125.598274,104.12435,100.19316,89.20184,75.79654,70.71499,64.50509,52.58043,43.43834,44.190384,53.09835,72.24839,91.67567,100.058464,99.30753,95.46401,88.398994,86.06757,102.78837,120.52459,126.72975,124.41341,116.74092,108.19156,99.69186,93.11105
2023-01-05 12:00:00,141.371,144.31442,143.64224,133.11562,109.40069,90.33243,76.874535,70.99224,72.028244,65.03956,31.958084,4.229309,47.970093,73.402596,86.80992,100.74547,100.91269,99.25902,99.41987,100.747986,101.04676,96.59184,84.89833,71.31051,68.960175,77.29705,88.445625,96.21833,99.92305,100.30057,100.867226,102.229805,103.190506,101.86708
2023-01-06 00:00:00,105.688835,129.60745,173.39337,209.07861,210.82747,205.2188,218.94083,219.12177,192.5821,139.9216,95.94135,77.74016,66.99726,62.686745,65.62764,73.18008,82.96414,85.97176,87.98176,90.615685,98.27566,114.20593,123.816315,116.604294,103.724495,98.8116,99.92114,99.90191,96.383644,93.53921,96.7401,102.72493,109.345375,113.69157
2023-01-06 12:00:00,140.68176,157.7405,159.70006,155.33267,150.08707,143.35037,133.34802,119.93443,99.609856,74.17189,59.047264,70.03442,88.877495,95.58502,100.51488,100.68381,88.19263,79.63349,74.45396,77.23399,88.90318,97.797295,97.047585,89.52526,74.403076,60.312202,55.91297,72.735245,98.14421,112.06304,112.26329,109.33906,104.3346,98.41616
2023-01-07 00:00:00,127.32644,141.05771,160.05081,170.25916,140.19888,97.04422,67.80822,48.566116,37.307495,45.38205,85.79739,110.99341,109.18914,101.46561,89.9972,74.831024,66.13668,74.63396,87.10699,96.404236,99.137535,97.010704,95.42537,100.09449,108.38027,110.65131,100.44453,83.49165,80.3194,88.18873,92.82255,97.0469,100.984955,104.617134
