,15021.586,15129.034,15305.822,15566.411,15839.807,16124.803,16422.7,16735.006,17063.37,17409.71,17776.193,18166.242,18585.69,19036.064,19521.873,20057.285,20643.656,20963.338,21300.172,21656.523,22035.166,22439.441,22873.357,23341.723,23850.258,24288.87,24763.607,25277.098,25836.365,26449.992,26872.63,27321.32,27801.387,28320.686,28461.918
2023-01-01 00:00:00,292.46915,291.72815,291.44977,292.76093,295.80194,298.35095,300.85376,303.1105,304.6455,307.41956,307.9679,326.96567,344.4719,348.47974,13.951431,357.6842,339.07837,328.79416,334.71942,353.4806,30.832214,74.12402,78.16734,73.33314,81.826515,96.49402,102.85523,101.08277,98.40782,92.628426,85.842896,82.269585,82.51036,86.48995,
2023-01-01 12:00:00,,302.93668,303.00607,301.98776,300.30927,299.18655,299.89453,301.33026,299.15125,292.3111,286.3874,303.23102,329.0336,339.37274,49.45604,54.241615,37.636246,30.211792,24.287827,20.385223,25.802444,55.670937,79.75219,79.64195,77.92547,80.82565,81.228386,81.61372,87.920425,94.901924,95.23092,92.51752,86.39082,76.19974,
2023-01-02 00:00:00,,292.8034,293.776,295.1802,297.34735,299.54132,300.99475,303.12338,306.5633,312.30103,318.21994,323.31058,323.53793,310.98154,282.27643,243.15155,186.43991,166.24301,140.46912,110.738365,89.30438,82.34616,85.74691,86.65867,81.558975,77.102234,76.960526,80.15166,80.99595,82.67059,86.94656,92.580765,98.85194,104.58717,
2023-01-02 12:00:00,,278.34973,279.7981,281.47885,283.7571,285.6618,286.51855,285.59778,281.60403,273.61096,259.97192,236.25336,194.91872,136.67332,79.677216,359.69,27.188644,32.35025,28.396835,36.7798,94.18469,104.96445,102.72888,102.50421,105.43546,102.53821,94.64643,89.11996,87.64774,90.79417,96.213844,103.4455,110.80387,115.04737,
2023-01-03 00:00:00,,267.7278,269.62967,272.08484,273.63855,272.7622,269.25647,264.57822,261.19046,260.57224,260.77573,262.56116,258.5378,240.70392,206.84387,175.1871,158.04884,134.06013,81.38492,25.1447,14.455002,19.529785,109.95003,130.16751,121.124985,112.37558,107.47349,106.55428,109.23479,110.948746,108.11245,103.20321,96.656395,89.44539,
2023-01-03 12:00:00,,233.42072,235.88875,238.4606,240.1872,239.93132,238.2414,237.15732,237.59392,236.74297,235.37094,237.47147,233.33687,201.87698,106.02477,171.3851,190.67781,179.47672,169.42873,158.49298,142.99281,121.07893,105.65063,104.51337,102.76439,93.47706,88.50562,89.21685,90.94515,93.45634,97.039116,101.67279,106.09272,107.82659,
2023-01-04 00:00:00,,232.0297,227.828,221.91997,217.48123,215.77829,216.99362,219.7428,220.7841,219.06845,211.13417,193.81894,203.57143,238.27773,220.33308,196.58496,149.07387,113.91553,68.43559,351.87982,238.05066,134.71066,105.3346,105.99968,106.68881,104.75554,99.34642,96.299164,94.94527,98.0539,99.32235,98.132065,95.26135,94.07039,
2023-01-04 12:00:00,,220.21547,224.19682,226.9781,224.18689,216.94919,209.20114,206.19109,213.95667,225.91147,228.91139,225.29233,202.1693,158.76643,103.15228,118.80339,132.70168,110.34584,92.20811,80.33997,74.8998,73.13751,74.60587,80.65954,76.38101,71.996506,75.4478,81.72923,93.92573,104.48134,108.70439,112.00067,113.45594,110.61245,
2023-01-05 00:00:00,,235.42168,237.72832,236.32756,233.46526,231.72527,231.45782,231.87004,231.07997,228.06773,216.48227,213.1585,258.1701,250.98035,208.73477,195.66806,260.42413,241.9766,221.25642,185.51178,138.13098,114.07043,92.08997,77.67463,76.89009,85.37995,89.3585,87.475525,91.29074,100.98793,101.81429,100.170494,97.26993,95.50375,
2023-01-05 12:00:00,,250.21274,247.45891,243.76892,239.81932,236.4452,233.04808,229.82384,227.1546,223.39584,220.11697,217.37958,213.40643,185.14937,161.0794,159.97212,107.99316,79.74951,75.64919,79.970406,74.233734,75.87933,80.80149,86.19855,79.266846,75.33284,79.25761,85.369095,87.56084,88.33564,89.5616,90.46523,90.61508,89.25778,
2023-01-06 00:00:00,,234.32225,231.61653,231.98116,232.85042,233.32896,233.56436,232.16374,230.30064,229.95845,225.57605,215.74022,214.29709,223.14256,198.36736,136.13654,39.009018,19.739944,17.46782,74.320625,112.928635,95.34282,73.83794,62.035477,70.96285,87.70906,94.14302,95.77692,94.53968,91.040886,91.37331,93.23711,95.549515,95.54133,
2023-01-06 12:00:00,,266.36295,266.1657,261.53568,251.4002,244.77737,243.00793,242.67978,238.40277,228.05612,217.38486,203.06396,178.73325,186.03395,199.6322,159.15967,91.90882,89.55932,85.18361,78.82777,72.30981,69.05089,67.620224,69.00487,75.308876,77.54754,71.09272,63.200005,64.53054,84.69306,95.41688,99.68102,99.014854,95.55109,
2023-01-07 00:00:00,,266.56903,261.15976,256.58243,260.28406,266.68152,270.78873,273.17017,280.41644,298.74072,288.76306,197.81192,62.59787,2.1471405,326.91736,335.2816,357.3219,30.019897,79.89198,95.71148,88.61952,73.52314,66.62293,73.45515,82.956795,91.45626,98.855865,97.62367,89.54977,79.83995,76.42809,75.07755,75.86755,76.66536,
2023-01-07 12:00:00,,283.62323,280.01245,276.48514,273.71167,271.1549,269.3977,268.9168,270.14697,271.3091,269.7401,279.4833,264.29636,156.55061,89.35899,53.79854,40.62053,55.37426,77.713165,86.94422,86.07924,84.34747,83.52913,79.72211,72.14112,66.89562,65.089935,67.97279,78.88643,93.0779,97.632164,99.28111,99.18694,99.553444,
2023-01-08 00:00:00,,245.1123,244.41553,246.15,251.18112,257.1793,265.13556,277.79736,290.47403,294.39267,304.23758,330.11697,343.932,334.37042,320.73798,56.167946,60.505898,59.778534,65.71684,78.067894,87.86349,89.88013,91.53859,94.507164,97.25058,98.25425,97.30906,94.16346,88.09113,81.468506,80.16978,80.88307,83.645676,86.595184,
2023-01-08 12:00:00,,261.69745,259.17822,254.62433,250.1882,247.24585,247.56165,250.89445,250.25397,243.8182,234.00769,235.42737,120.73686,66.29292,42.3248,37.13037,89.18557,88.104225,87.08437,88.38496,90.640335,90.23499,88.07299,87.64873,89.47714,91.68273,92.9493,92.178,91.96873,95.32999,98.17555,100.18817,100.905975,99.67873,
2023-01-09 00:00:00,,257.9147,257.83478,260.5229,264.5664,265.06357,261.36752,263.12537,34.57025,31.566162,16.981094,1.408493,348.6422,357.59906,91.379074,76.49239,65.38651,71.68319,77.477806,82.51162,88.68402,96.75739,103.240166,104.76933,101.69309,98.64807,98.99057,102.18488,103.885414,104.304245,106.38436,107.840416,106.8936,101.00807,
2023-01-09 12:00:00,,266.96744,274.67184,282.17538,284.15665,282.9917,284.74857,289.02478,285.58643,272.25714,259.96887,12.086426,356.7044,67.306244,81.16251,109.21288,102.82977,96.05497,91.10484,88.47872,87.58592,86.61402,88.71893,94.893875,99.740875,100.648705,100.01899,99.024315,97.51055,97.76308,100.34428,102.86864,104.17352,102.96398,
2023-01-10 00:00:00,,290.49985,292.39526,292.27292,288.1544,283.69855,285.23523,299.97055,330.81757,349.02832,343.74966,349.14954,347.4386,37.5412,47.503036,49.196487,116.33486,128.52359,129.8775,128.0902,124.191895,117.42995,108.775764,102.81969,100.72742,99.657555,97.79488,95.83324,94.55723,92.36739,90.07018,88.62269,88.80424,91.66831,
2023-01-10 12:00:00,,292.27048,296.8147,299.22607,297.36353,294.36133,292.39804,291.95605,292.82928,290.88968,279.64038,259.42325,38.259216,344.77887,137.0468,92.37942,71.29768,75.23483,92.786354,107.90132,110.55917,106.56261,102.23673,101.20957,102.48245,99.3549,90.98152,83.369774,82.02428,87.993195,89.492836,89.30202,88.57389,90.06608,
