index,Unnamed: 0,WMO,FAA,Station_Name,Continent,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E,lat_era5,lon_era5,speed_1_2023,u_wind_1_2023,v_wind_1_2023,speed_2_2023,u_wind_2_2023,v_wind_2_2023,speed_3_2023,u_wind_3_2023,v_wind_3_2023,speed_4_2023,u_wind_4_2023,v_wind_4_2023,speed_5_2023,u_wind_5_2023,v_wind_5_2023,speed_6_2023,u_wind_6_2023,v_wind_6_2023,speed_7_2023,u_wind_7_2023,v_wind_7_2023,speed_8_2023,u_wind_8_2023,v_wind_8_2023,speed_9_2023,u_wind_9_2023,v_wind_9_2023,speed_10_2023,u_wind_10_2023,v_wind_10_2023,speed_11_2023,u_wind_11_2023,v_wind_11_2023,speed_12_2023,u_wind_12_2023,v_wind_12_2023,speed_1_2024,u_wind_1_2024,v_wind_1_2024,speed_2_2024,u_wind_2_2024,v_wind_2_2024,speed_3_2024,u_wind_3_2024,v_wind_3_2024,speed_4_2024,u_wind_4_2024,v_wind_4_2024,speed_5_2024,u_wind_5_2024,v_wind_5_2024,speed_6_2024,u_wind_6_2024,v_wind_6_2024,speed_7_2024,u_wind_7_2024,v_wind_7_2024,speed_8_2024,u_wind_8_2024,v_wind_8_2024,speed_9_2024,u_wind_9_2024,v_wind_9_2024,speed_10_2024,u_wind_10_2024,v_wind_10_2024,speed_11_2024,u_wind_11_2024,v_wind_11_2024,speed_12_2024,u_wind_12_2024,v_wind_12_2024,speed_1_2025,u_wind_1_2025,v_wind_1_2025,speed_2_2025,u_wind_2_2025,v_wind_2_2025,speed_3_2025,u_wind_3_2025,v_wind_3_2025,speed_4_2025,u_wind_4_2025,v_wind_4_2025,speed_5_2025,u_wind_5_2025,v_wind_5_2025,speed_6_2025,u_wind_6_2025,v_wind_6_2025,speed_7_2025,u_wind_7_2025,v_wind_7_2025,speed_8_2025,u_wind_8_2025,v_wind_8_2025,speed_9_2025,u_wind_9_2025,v_wind_9_2025,speed_10_2025,u_wind_10_2025,v_wind_10_2025,speed_11_2025,u_wind_11_2025,v_wind_11_2025,speed_12_2025,u_wind_12_2025,v_wind_12_2025
0,0,4220,BGEM,Aasiaat (Egedesminde) ,North_America,BGEM,EGEDESMINDE/AUSIAT,,GL,41,68.7,N,52.85,W,68.7,-52.85,35.886792452830186,31.531971297985137,-3.5830825795605885,33.3125,23.88298749778762,1.3695764473585035,13.45,7.249007797916898,0.8573873148314826,11.169491525423728,5.671415657977339,4.013573557353813,8.081967213114755,2.653553544629693,1.5843984724681666,7.8478260869565215,-1.0073766664885855,0.5675265983984336,6.129032258064516,-0.7270968159648608,-0.41093577079976995,9.209677419354838,-0.7416425945461916,5.683321157362808,13.948275862068966,8.796094408828393,-3.3716669249144897,25.366666666666667,18.379329677464693,-2.743174068378935,31.620689655172413,22.72663956342166,15.467006764045498,32.95,23.149414818165496,-8.977913014015583,42.4,29.60991907738424,5.978583091080014,41.85964912280702,27.68052921542219,-13.232467062607578,18.241935483870968,0.36316711345602903,2.3003946665324206,14.016666666666667,6.828200192160867,-0.025623976011658205,10.7,5.616375561343263,0.5347234348013452,8.982142857142858,-0.061306767597868524,3.0006723352290914,7.406779661016949,-3.925381932356366,3.0172924509686747,10.116666666666667,0.8510903836699345,-5.3583480973322555,15.072727272727272,9.502647676531298,-0.9689625292140366,17.266666666666666,12.43734658248022,2.4639483754377505,41.42372881355932,33.18030115153619,3.839698777779346,41.59016393442623,33.43066308380649,7.4496548405148175,39.45,29.565233716409725,6.2443704561573234,30.408163265306122,7.620130321832243,23.905417263397542,32.21311475409836,17.91611656075225,-17.067009597681018,11.706896551724139,0.46074696211555066,9.368290178648557,10.163934426229508,1.4591773821763585,4.2193602799031495,9.233333333333333,-1.1237054920061282,2.004563506500683,6.161290322580645,-1.5066313035166492,3.722934196508432,9.779661016949152,2.8598663729505187,2.3488717737834794,7.827586206896552,3.3749369351191834,-2.5403199023789242,21.19298245614035,16.20371600453405,-2.618137698278422,20.915254237288135,12.891615739681287,-1.8882953966250118,29.229508196721312,15.054668360677965,20.202201050325087
1,1,4270,BGBW,Narsarsuaq ,North_America,BGBW,NARSARSSUAK,,GL,26,61.18,N,45.42,W,61.18,-45.42,59.91525423728814,56.31420239212225,9.49218126431952,46.16,37.323201738876705,12.671741866484668,13.540983606557377,4.266439561337278,3.195693023622806,8.344827586206897,2.427830900990643,3.0056072179339512,12.704918032786885,6.666993997360569,7.894429994826864,6.644444444444445,2.4873635954009687,1.289884260235016,9.31578947368421,1.6530430486759184,-3.483675603756673,11.55,6.150967943554076,4.235752739729679,22.45762711864407,18.92179189876959,-3.005586459996882,23.241935483870968,19.964640145773284,-2.8749049020362554,39.3859649122807,33.786580282047005,16.39047490397487,49.92857142857143,42.120354643488,0.019211421379527676,38.80327868852459,30.883928992497225,10.169725729766714,38.035714285714285,30.69010386042927,2.0391150029706355,18.65573770491803,7.4695994015075495,0.21924197222218111,16.016666666666666,6.373549875536321,-0.6401788029367059,15.283333333333333,12.682463714771275,4.26121358104521,13.016666666666667,7.838214752841154,3.1526069400391363,8.37704918032787,3.349438264829206,0.15669718378036285,11.383333333333333,7.36286831043249,-4.264516766989202,14.948275862068966,9.875065922851233,0.9353940702714805,21.032258064516128,17.70733789358505,4.428930149470709,37.327586206896555,28.9908378063694,5.009824144704437,60.017857142857146,52.12857565446632,18.0544652696775,50.660377358490564,41.323182792203745,16.816968127011968,65.59183673469387,44.11449837692802,36.954241734408804,27.466666666666665,19.01955972567468,-1.2393617986559873,13.711864406779661,0.5872548795084416,8.812498040366453,9.327272727272728,3.2404007417520244,3.074394677686781,10.372881355932204,4.870166004854418,2.0090149967604,10.306451612903226,3.1266053872382766,3.897202308329303,12.366666666666667,8.648901917892404,3.5575076465704654,9.689655172413794,6.336220378278729,-1.523457117862077,23.392857142857142,18.999464964898916,-2.7791537602904817,18.10169491525424,12.598496971024769,2.640657173511722,38.86206896551724,27.08064141690318,20.963747996187255
2,2,4360,BGAM,Tasiilaq (Ammassalik) ,North_America,BGAM,ANGMAGSSALIK,,GL,52,65.6,N,37.63,W,65.6,-37.63,47.31578947368421,43.456939609807,9.584780800431853,50.82142857142857,45.63614865958987,11.485756811193259,13.755555555555556,8.714561302720183,-2.047854126393186,12.68421052631579,3.6695930354576394,2.8887269380269798,12.851063829787234,7.955795535460519,7.65789570345044,7.155555555555556,0.5112907648871807,3.3377208315049858,8.294117647058824,-0.8046783813927988,-4.11478626990295,8.833333333333334,1.9086921388307732,5.911726902253874,14.653846153846153,11.436020625274686,-2.326513396446568,22.53061224489796,16.974975856483727,-1.5181407470816606,35.354166666666664,31.08051679716493,11.233480849018578,42.5,35.34933624144967,7.138599476309151,45.94,38.96725174081127,7.669509483969054,48.14545454545455,36.057123269668544,-8.628347940267856,16.134615384615383,0.016219582559524534,0.4904839953207364,16.75,6.676282559192162,-0.8337624506053078,13.932203389830509,9.658794340988486,7.069496679157332,9.50909090909091,1.642804369522367,3.4693977905523568,8.295081967213115,-3.0644890390205703,3.1347168950275677,9.613636363636363,2.961801818569684,-1.6130810633874062,16.51851851851852,10.36348693879714,1.145518476041869,13.916666666666666,11.15150233970119,-1.1025389855530612,45.56521739130435,27.241986755906026,2.714638561151791,54.75,47.023471645081926,26.30617191839591,55.63157894736842,40.214884675925646,30.230824085512488,68.72,36.013363244153105,51.55205588792851,9.0,3.99210710030013,-5.156427660327645,12.617021276595745,0.6144961163677871,9.944699793909102,9.416666666666666,2.261910521717851,6.348067066673022,10.803921568627452,1.4562525473296724,3.0310180837919747,10.777777777777779,4.408119140034233,6.319504046715805,9.941176470588236,7.059014808322754,3.7226266507935066,8.942307692307692,5.375586456170794,4.081698994868907,23.055555555555557,17.63615361162926,-1.914327103712073,21.037037037037038,16.11360364917118,-3.2888894142082536,35.824561403508774,24.151394353265843,19.67738086012333
3,3,32618,,"Nikolskoe, HA",North_America,,NIKOLSKOE/BERINGA,HA,RU,6,55.2,N,165.98,E,55.2,165.98,40.0,19.875450760660012,29.52133703883319,40.03846153846154,21.212537990894198,30.50492971070488,32.3,22.20711601345956,17.53905734714485,21.086206896551722,13.691154501694218,5.836408434449778,14.152542372881356,9.531826203004622,4.991307312288362,9.931034482758621,-3.132770673287041,-3.6646085220606315,7.967213114754099,-0.5604706974063994,0.38564084915970787,14.655737704918034,8.443832331439665,-6.93383178960505,19.62962962962963,18.463204834716542,1.338494068914761,30.672131147540984,28.077698329176684,10.578549843274677,43.148148148148145,37.556414424726825,17.22623468174856,42.60344827586207,32.59449186708523,24.377069242328115,29.0,15.180462206705156,15.818728333405344,31.98181818181818,18.85955514079994,21.982443755087633,16.639344262295083,-1.310449307453955,12.013315820233124,18.491525423728813,15.557950032550556,1.406817907699796,15.9,13.485163669709909,0.14418134324220014,9.0,2.7349168375621784,-0.659623994731967,9.241379310344827,1.9385971014693169,-3.1059322964281315,17.307692307692307,14.64500566788763,-3.8464995832614943,22.92982456140351,20.042493581728696,4.148428767186702,33.05084745762712,29.76463971222321,7.158595586550526,35.660714285714285,29.604591926805107,15.115064737169158,34.52459016393443,25.48075138310086,18.333733686904402,44.327586206896555,35.38149756772495,22.259823269299574,32.77272727272727,14.224893149262828,24.928846024404674,28.183333333333334,6.95741518702579,23.027706117161475,18.224137931034484,12.837611479473805,4.368220388538353,11.403225806451612,8.283479385581979,-2.407946468793438,8.76271186440678,4.464458374985266,-3.0556974582905507,9.761904761904763,-1.4776075672583842,-4.4567659305161715,14.105263157894736,10.829275048315708,2.9871845417651337,21.48148148148148,20.244796723787392,3.3745331452312253,29.95,26.35519448374583,7.915945469355648,31.894736842105264,23.313099297534258,16.15036494493989,33.56363636363636,13.242433126547148,28.408015161586192
4,4,70026,PABR,"Barrow/W. Post W.Rogers, AK ",North_America,PBRW,BARROW/POST-ROG,AK,US,3,71.3,N,156.78,W,71.3,-156.78,50.19672131147541,47.557431650995234,11.950102129657607,35.0958904109589,30.95362219771802,11.94245907806317,23.504424778761063,14.292079366370533,15.306510727069567,16.825,9.851260269317851,-0.7294647179069501,17.040983606557376,10.592473739548522,9.86457704232884,8.803921568627452,-2.767165708802353,6.222251266971914,7.107142857142857,-3.303894016977462,3.385877272116692,11.09016393442623,4.426316958941698,4.531795565883249,13.778846153846153,9.169562615136243,6.538841590492586,33.247191011235955,25.74046439080225,8.393002006544245,42.92307692307692,41.23701308778169,3.7059079701559874,51.23853211009175,40.70883460840065,16.131142461665096,44.53658536585366,37.47327512529734,8.733377143195971,39.30392156862745,32.44822655713778,18.63488303221952,15.38888888888889,8.523674687520012,0.7542209750882046,15.733333333333333,11.656448799088517,6.481723552630578,7.868421052631579,-1.4633623519534396,3.8379839569588183,7.787878787878788,-5.5942374590726,0.11793701276543353,8.693333333333333,4.4098034239459105,1.4214451403535724,13.019417475728156,8.122058217887414,7.0216450747586565,13.704347826086957,5.342363384615319,6.736428159154983,21.362903225806452,17.163346629990322,2.3017179866846016,38.11206896551724,35.18434610331388,0.791517278982136,48.2991452991453,46.66765805183398,6.629389338245027,74.41176470588235,70.12965770894988,16.72090293990232,66.34722222222223,63.9466745216679,-1.210170387207685,28.949152542372882,21.01881518673676,11.112064398200975,13.16470588235294,-0.5143832447146607,8.75045867240683,6.691666666666666,-1.4291060992267588,1.648560033515353,6.367816091954023,-3.5112137047235756,-0.9689318128678529,6.560975609756097,-0.9204195186776527,-3.203461708316554,13.098214285714286,11.086937394361488,1.8360040369363972,17.951923076923077,11.540447210826224,12.406255696459214,21.553719008264462,12.981599943306149,11.895672372711267,25.22689075630252,18.70804953341071,13.578147231121097,48.38211382113821,42.88782541456353,-14.893394359847406
5,5,70133,PAOT,"Kotzebue, Ralph Wien, AK ",North_America,POTZ,KOTZEBUE,AK,US,6,66.87,N,162.63,W,66.87,-162.63,42.96078431372549,37.97790698296033,16.74369749883337,34.02325581395349,23.33180959514404,20.265892912713046,23.916666666666668,16.988338161676406,12.574783339049132,18.533333333333335,11.007537323922735,-1.6007753741572557,14.278688524590164,5.9667649970957575,11.495610195195976,7.431034482758621,-3.345222726876364,2.8117600876408244,8.0,-2.4201251172123075,4.475898664139598,12.129032258064516,4.066591174262637,6.961337748080474,14.679245283018869,12.15564263662784,4.708616873452188,32.42372881355932,26.79224888512461,9.766067052304251,42.13333333333333,39.75217705685426,10.295372382359963,44.42857142857143,30.774699741422225,23.269945378131077,33.67857142857143,25.21397718339377,15.868803523115398,32.771929824561404,21.75176121587262,19.91073891566424,14.081632653061224,4.625385364761692,5.706001700151047,15.529411764705882,11.697706961576598,6.987182447648814,8.524590163934427,-0.29990993299440105,4.201017350862447,8.716666666666667,-5.753036809451696,1.7853914276019964,7.306451612903226,1.1020750942667046,1.712651141052345,14.833333333333334,8.792043875741475,7.308172567271155,15.338983050847459,9.392399188923406,5.672624370996238,25.440677966101696,22.350259448450934,1.1509083307488444,40.76271186440678,37.36949402761041,3.8208926872234428,41.96610169491525,38.65951512506329,14.301994701800865,65.4074074074074,58.38360257717139,24.100163385710484,44.53658536585366,43.129663947794626,5.914754096878297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,70200,PAOM,"Nome, AK ",North_America,POME,NOME,AK,US,6,64.5,N,165.43,W,64.5,-165.43,38.193548387096776,28.687438113739642,22.12690284751276,32.129629629629626,21.59617728956205,19.821217046670068,23.894736842105264,16.305132127125713,11.711574289119248,19.982142857142858,12.838310755452099,-2.870726324215131,11.365384615384615,3.1830382273128777,8.483903706709722,8.457627118644067,-5.179997250048616,2.996626545045458,8.19672131147541,-2.708151586978719,3.5865846690701937,12.2,3.377810762809088,6.213503684243807,17.423728813559322,14.485278891715074,3.4721702784396387,29.4,24.49109352132906,8.911540719140701,41.333333333333336,38.01440173788978,11.804414906378044,37.40816326530612,26.69077759763184,18.553777019189788,32.588235294117645,22.73830266052412,17.939426049568276,32.472727272727276,18.7229444365737,21.361212886210524,15.358490566037736,1.871596640542703,10.161521815707808,13.60344827586207,8.26168358370624,6.533111363172842,8.790322580645162,1.471359320138078,3.956680702097548,9.894736842105264,-6.925378674356248,2.469095486462394,7.327868852459017,-0.6449497271703896,1.8091228961857027,14.736842105263158,10.593124534244923,6.276772755533813,15.88,11.78952200127741,5.589453370962209,26.66,24.099730775545876,1.4063743827351505,41.93877551020408,39.52231668511518,3.6973746605475806,38.50877192982456,33.486195533413614,16.426682761632488,58.233333333333334,49.86320779209193,25.95143557660498,40.34615384615385,34.609514838499926,15.2547857657025,21.32075471698113,8.735843521674681,13.484496140223683,11.745762711864407,3.032422438382924,7.684312574418075,6.516129032258065,-1.8772326295043091,1.2925373381853322,6.344827586206897,-3.259119708033249,0.21177698144013618,8.017241379310345,-1.8313700782382383,-1.4165442900698162,12.745098039215685,9.063460869060041,3.132524277911433,16.727272727272727,11.590368056485215,8.127255063546043,21.45614035087719,13.52996861374694,13.899106364977236,24.933333333333334,14.443463641990947,15.000671540152167,33.666666666666664,26.21506768552354,11.264361239372226
7,7,70219,PABE,"Bethel/Bethel Airport, AK ",North_America,PBET,BETHEL ARPT,AK,US,45,60.78,N,161.8,W,60.78,-161.8,29.06779661016949,20.969856747061876,16.74284767500177,30.44,20.16135279392701,16.48490006081621,21.78688524590164,15.92109201706685,5.906354152323989,21.11864406779661,15.250184639758862,-1.6347387105217477,11.262295081967213,1.5765174656592928,7.554663855173219,9.6,-4.658546757263325,3.446963101009058,8.403225806451612,-3.312780591032177,3.288014010497696,12.983333333333333,3.962686928128079,7.48502954427431,17.43859649122807,14.944045585992157,2.712979638815324,25.9672131147541,20.680369469189085,6.778345652466582,34.16129032258065,32.47323125538557,1.2917583387721887,28.854166666666668,19.149011993572486,13.954209338920421,23.949152542372882,12.36415534423127,13.893186919031736,28.666666666666668,15.095209915318849,17.21961229878451,15.46774193548387,2.1402805385185357,9.593976857327243,13.983050847457626,8.837905322731313,6.103837769717664,9.5,5.073510129176272,4.83112538033193,10.0,-4.568593911933636,3.215597907399751,8.6,0.351270532856834,2.4971733665201885,16.081967213114755,10.454971617209706,6.1872037745500545,16.116666666666667,13.505346036481265,5.109769958093463,25.035714285714285,21.53346175705505,-0.7288898545075221,36.232142857142854,32.4700057381191,3.3310353505732295,32.39344262295082,26.872601579978806,14.909791759754503,50.15,41.22248877552049,24.51701093943266,28.20408163265306,24.186747710487257,9.80194772467666,16.24074074074074,-1.1903896729318248,9.392864026639502,13.25,5.740616700839571,7.832274180751227,7.32258064516129,1.1479096946922644,-0.09771207558991644,6.266666666666667,-1.7323077465504733,0.531420533287536,7.580645161290323,-0.2951661977428019,-0.46785466422005734,13.806451612903226,9.41579023068234,2.8155893317971232,16.954545454545453,11.16669531533195,9.371676807893031,23.5,17.571160058835332,12.558147115004354,22.456521739130434,16.000606836660257,7.534175756974836,28.217391304347824,22.814297082516177,-0.7715625524638482
8,8,70231,PAMC,"Mcgrath, AK ",North_America,PMCG,MCGRATH,AK,US,103,62.97,N,155.62,W,62.97,-155.62,31.161290322580644,26.34793786821053,13.119736391240686,28.678571428571427,21.752724836830534,13.021612478687102,17.524590163934427,12.49543088920585,6.881525411216351,19.416666666666668,15.052455650223436,0.32773242951502096,11.806451612903226,2.5513956130495634,9.095665824314692,8.966666666666667,-3.222333412633859,4.745155603476223,8.096774193548388,-3.6940698264336227,3.0942215615686366,12.7,5.171458275578631,7.202281422496997,17.847457627118644,14.931001597388013,5.419907166720275,30.10169491525424,23.372300402939025,7.14900709797302,38.40677966101695,35.85072385616675,6.62964098041178,33.08474576271186,24.141286297318693,14.559262337814959,26.406779661016948,16.810220238313413,8.529083780340951,26.48148148148148,17.435624733320317,14.522690540594837,14.19047619047619,5.876621252962107,5.294460603820248,13.266666666666667,9.421761820079295,5.056943709098451,9.258064516129032,3.6596664499943223,5.468346460695704,8.862068965517242,-4.536207334795447,2.4107162969310574,7.885245901639344,-0.5514648534434164,1.8893658146619141,16.056603773584907,11.787246961651665,5.568814672777256,17.633333333333333,13.189328562020142,7.022889731697156,24.516666666666666,20.6284543639474,-0.3033563149884016,38.964285714285715,34.5925899001807,1.4424163295929395,35.20967741935484,32.282124969577815,11.990826097491325,56.41379310344828,50.31965450768914,19.130637469964952,34.4,31.829872938708707,4.222260831255665,18.065573770491802,4.916849425733021,7.01397362495118,12.857142857142858,2.5592677716523333,8.999808452165924,9.416666666666666,-3.8843658749994585,6.354392939801083,5.4,-1.6013269450181582,2.180878544608158,6.112903225806452,-1.5673507831645914,-0.8392765864484332,13.0,9.892363007580203,2.793666380421731,17.894736842105264,11.80032645761241,10.197970334436082,23.01851851851852,16.12044603594902,11.266270457091995,20.677966101694917,13.119688657165758,10.18747881207024,33.68421052631579,27.776840205064694,-7.474053957957839
9,9,70261,PAFA,"Fairbanks/Int, AK ",North_America,PFAI,FAIRBANKS,AK,US,138,64.82,N,147.87,W,64.82,-147.87,35.87301587301587,33.417601462473094,6.913234231499381,28.210526315789473,24.74453596488806,4.4742435249970205,19.274193548387096,10.706136805466869,8.45347473930613,17.15,14.523907425021985,3.5603185405187983,13.05,5.062071048543797,9.61075066857329,8.76271186440678,-2.0462549965309607,6.119544291975001,7.327868852459017,-3.590889261055917,1.413504395833766,12.051724137931034,5.750848140276415,6.34117468630223,17.785714285714285,13.752967671179958,6.914424062849997,32.65573770491803,24.47844330965025,4.747589998191616,41.16949152542373,39.24771456755821,2.9694505383284455,37.018181818181816,29.31746009537319,12.869609943299778,32.12280701754386,22.37697340371665,-0.012648042302187952,23.71153846153846,19.34106478421932,8.206572917274887,13.80952380952381,7.183096650644091,-1.3970601522066102,12.758620689655173,9.818205176886392,3.7570159170560773,9.225806451612904,3.0736639072250234,5.117533843728776,7.852459016393443,-4.083965864752486,1.422765046011806,8.389830508474576,1.824825846870009,3.265885158728036,14.666666666666666,10.576808530912869,6.196718575286701,15.74468085106383,10.950273997001819,6.8870090128794565,27.12280701754386,21.23116393143743,0.04579525758295831,40.932203389830505,36.14253983593639,-3.8544244130552587,40.645161290322584,38.996071834396744,6.2863606150542095,64.19672131147541,60.3114908922756,8.972847634835903,42.42857142857143,39.08733746328811,-6.6668523772476425,19.85185185185185,8.905553223225578,2.808612712602093,12.457627118644067,3.7336061117213197,6.477493431233988,8.733333333333333,0.43819950974665967,5.251717109004174,6.473684210526316,-0.8126385954830865,1.0746148403708704,6.327868852459017,0.13333515143669294,-2.02299547976661,13.39344262295082,10.81533118823155,3.9163492856208153,17.362068965517242,11.411189330564987,11.459995035738928,23.967741935483872,16.210336637495388,11.853048326102208,19.88135593220339,14.110062742573131,7.871838190783778,37.93877551020408,31.076923053558097,-13.740165558429451
