WMO,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
25400,----,ZYRJANKA,HA,RU,43,65.73,N,150.9,E
25403,----,ZYRYANKA,HA,RU,43,65.73,N,150.9,E
25428,----,OMOLON,HA,RU,253,65.22,N,160.5,E
25551,----,MARKOVO,HA,RU,33,64.68,N,170.42,E
25563,UHMA,ANADYR',HA,RU,62,64.78,N,177.57,E
25594,----,BUKHTA PROVIDENCIA,HA,RU,3,64.43,N,173.23,W
25677,----,UGOLNAJA,HA,RU,85,63.05,N,179.32,E
25703,----,SEJMCAN,HA,RU,207,62.92,N,152.42,E
25822,----,KUSHKA,HA,RU,20,61.95,N,160.37,E
25913,UHMM,MAGADAN,HA,RU,118,59.58,N,150.78,E
25954,----,KORF,HA,RU,3,60.35,N,166,E
26038,ULTT,TALLIN,HA,RU,44,59.45,N,24.8,E
26063,ULLI,ST. PETERSBURG,LE,RU,72,59.97,N,30.3,E
26075,----,ST. PETERSBURG,LE,RU,72,59.95,N,30.7,E
26080,----,MOTOKHOVO,LE,RU,34,59.53,N,32.38,E
26258,----,PSKOV,LE,RU,42,57.8,N,28.42,E
26291,----,BOROVICI,LE,RU,92,58.42,N,33.9,E
26298,----,BOLOGOE,LE,RU,178,57.9,N,34.05,E
26378,----,HOLM,LE,RU,71,57.15,N,31.18,E
26381,----,DEMJANSK,LE,RU,48,57.65,N,32.47,E
26406,----,LIEPAJA,LE,LV,7,56.48,N,21.02,E
26422,UMRR,RIGA,LE,LV,7,56.97,N,24.07,E
26425,----,GELGABA,LE,LV,9,56.65,N,23.73,E
26429,----,BAUSKA,,RU,33,56.4,N,24.22,E
26435,----,LVA SKRIVERI,,LE,83,56.65,N,25.13,E
26441,----,MADONA,,BY,251,56.88,N,26.33,E
26477,ULOL,VELIKIE LUKI,LE,RU,98,56.38,N,30.6,E
26529,----,PANEVEZYS,MI,BY,59,55.75,N,24.38,E
26629,----,KAUNAS,MI,BY,75,54.88,N,23.88,E
26702,----,KALININGRAD,MI,BY,27,54.7,N,20.62,E
26781,----,SMOLENSK,MI,RU,241,54.75,N,32.07,E
26850,UMMS,MINSK,MI,BY,234,53.87,N,27.53,E
26863,----,MOGILEV,MI,BY,193,53.9,N,30.32,E
27037,ULWW,VOLOGDA,AR,RU,131,59.23,N,39.87,E
27038,----,VOLOGDA,AR,RU,130,59.32,N,39.93,E
27199,----,KIROV,MS,RU,158,58.6,N,49.63,E
27225,----,RYBINSK,MS,RU,114,58,N,38.83,E
27459,----,NIZNIJ NOVGOROD,MS,RU,157,56.27,N,44,E
27594,----,KAZAN',,RU,127,55.82,N,48.52,E
27595,UWKD,KAZAN',MS,RU,116,55.78,N,49.18,E
27611,----,NARO FOMINSK,MS,RU,193,55.38,N,36.7,E
27612,----,MOSCOW,MS,RU,200,55.75,N,37.95,E
27618,----,SERPUHOV,MS,RU,166,54.93,N,37.47,E
27707,----,SUHINICI,MS,RU,239,54.12,N,35.33,E
27713,UUDD,MOSCOW POLGOPRUDNY,MS,RU,179,55.4,N,37.9,E
27730,----,RJAZAN',MS,RU,158,54.63,N,39.7,E
27944,----,TAMBOV,MS,RU,161,52.72,N,41.78,E
27947,----,TAMBOV,MS,RU,139,52.73,N,41.47,E
27962,UWPP,PENZA,MS,RU,174,53.13,N,45.02,E
27995,----,BEZENCUKSKAJA,MS,RU,45,52.98,N,49.43,E
28225,USPP,PERM,SV,RU,170,57.95,N,56.2,E
28275,----,TOBOLSK,NO,RU,44,58.15,N,68.18,E
28440,USSS,SVERDLOVSK,SV,RU,237,56.8,N,60.63,E
28445,----,VERHNEE DUBROVO,SV,RU,290,56.73,N,61.07,E
28598,----,SARGATSKOE,NO,RU,87,55.6,N,73.48,E
28601,----,CISTOPOL,,RU,113,55.35,N,50.62,E
28661,----,KURGAN,SV,RU,79,55.47,N,65.4,E
28695,----,OMSK,NO,RU,122,54.93,N,73.4,E
28698,UNDD,OMSK,NO,RU,123,54.93,N,73.4,E
28712,----,TUIMAZY,SV,RU,126,54.58,N,53.73,E
28722,UWUU,UFA,SV,RU,105,54.75,N,56,E
28900,UWWW,SAMARA,AL,RU,40,53.25,N,50.45,E
28951,----,KOSTANAI,AL,RU,171,53.23,N,63.62,E
28952,----,KUSTANAJ,AL,RU,156,53.22,N,63.62,E
29231,----,KOLPASEV,NO,RU,76,58.3,N,82.9,E
29263,UNII,YENISEYSK,NO,RU,78,58.45,N,92.15,E
29282,----,BOGUCANY,NO,RU,134,58.42,N,97.4,E
29348,----,PERVOMAJSKOE,NO,RU,115,57.07,N,86.22,E
29498,----,SITKINO,NO,RU,221,56.35,N,98.37,E
29563,----,KACA,,RU,479,56.12,N,92.2,E
29572,----,EMEL'JANOVO,NO,RU,296,56.18,N,92.62,E
29574,----,KRASNOJARSK,NO,RU,206,56,N,92.88,E
29612,----,BARABINSK,NO,RU,120,55.37,N,78.37,E
29634,UNNT,NOVOSIBIRSK,NO,RU,177,55.03,N,82.9,E
29636,----,TOGUCIN,NO,RU,171,55.23,N,84.4,E
29698,UINN,NIZNE-UDINSK,IR,RU,410,54.88,N,99.03,E
29736,----,MASLJANINO,NO,RU,198,54.33,N,84.22,E
29838,UNBB,BARNAUL,NO,RU,252,53.4,N,83.7,E
29839,----,BARNAUL,NO,RU,159,53.21,N,83.49,E
29862,----,HAKASSKATA,NO,RU,256,53.77,N,91.32,E
29999,----,ORLIK (MTN STN),IR,RU,1570,52.5,N,99.82,E
30054,----,VITIM,HA,RU,193,59.45,N,112.58,E
30230,UIKK,KIRENSK,IR,RU,258,57.77,N,108.12,E
30309,UIBB,BRATSK,IR,RU,489,56.07,N,101.83,E
30372,----,CARA,IR,RU,711,56.92,N,118.37,E
30457,----,BAUNT,,RU,1078,55.27,N,113.13,E
30507,----,IKEJ,IR,RU,527,54.18,N,100.08,E
30521,----,ZIGALOVO,IR,RU,428,54.8,N,105.22,E
30554,----,BOGDARIN,IR,RU,995,54.62,N,113.13,E
30557,----,BAGDARIN,IR,RU,995,54.47,N,113.58,E
30565,----,UST-KARENGA,IR,RU,686,54.45,N,116.52,E
30635,----,UST-BARGUZIN,IR,RU,457,54.42,N,109.02,E
30673,----,MOGOCA,IR,RU,619,53.73,N,119.78,E
30692,----,SKOVORODINO,HA,RU,400,54,N,123.97,E
30710,----,IRKUTSK,IR,RU,437,52.4,N,104.2,E
30715,----,ANGARSK,IR,RU,450,52.48,N,103.85,E
30758,UIAA,CITA/KADALA,IR,RU,685,52.02,N,113.33,E
30815,----,HAMAR-DABAN,IR,RU,1442,51.53,N,103.6,E
30858,----,KUROT-DARASUA,IR,RU,805,51.2,N,113.72,E
30935,----,KRASNYJ CIKOJ,IR,RU,770,50.37,N,108.75,E
30965,----,BORZJA,IR,RU,684,50.38,N,116.52,E
31004,----,ALDAN,HA,RU,682,58.62,N,125.37,E
31088,----,OHOTSK,HA,RU,6,59.37,N,143.2,E
31168,----,AJAN,HA,RU,9,56.45,N,138.15,E
31300,----,ZEJA,HA,RU,232,53.75,N,127.23,E
31329,UHBP,EKIMCAN,HA,RU,543,53.07,N,132.93,E
31369,UHNN,NIKOLAEVSK,HA,RU,68,53.15,N,140.7,E
31510,----,BLAGOVESCENSK,HA,RU,137,50.27,N,127.5,E
31538,----,SUTUR,HA,RU,349,50.07,N,132.13,E
31561,----,KOMSOMOLSK,HB,RU,19,50.6,N,137.03,E
31707,----,EKATERINO-NIKOL,HA,RU,74,47.73,N,130.97,E
31735,UHHH,HABAROVSK/NOVY,HA,RU,72,48.52,N,135.17,E
31736,----,HABAROVSK,HA,RU,72,48.53,N,135.23,E
31770,----,SOVETSKAY GAVAN,HA,RU,22,49,N,140.27,E
31873,----,DAL'NERECENSK,HA,RU,107,45.87,N,133.73,E
31909,----,TERNEJ,HA,RU,68,45.03,N,136.67,E
31960,----,VLADIVOSTOK,HA,RU,78,43.12,N,131.9,E
31977,----,SAD-GOROD,HB,RU,82,43.27,N,132.05,E
32061,----,ALEKSANDROVSK-SAHA,,RU,31,50.9,N,142.17,E
32098,----,PORONAJSK,HA,RU,4,49.22,N,143.1,E
32099,----,TERPENIYA,HA,RU,33,48.5,N,144.75,E
32150,UHSS,JUZNO-SAHALINSK,HA,RU,31,46.92,N,142.73,E
32165,----,JUZNO-KURILSK,HA,RU,40,44.02,N,145.87,E
32186,----,URUP ISLAND,HA,RU,70,46.2,N,150.5,E
32215,----,SEVERO-KURILSK,HA,RU,23,50.68,N,156.13,E
32217,----,MYS VASIL'EVA,HA,RU,23,50.02,N,155.4,E
32389,----,KLJUCI,HA,RU,28,56.32,N,160.83,E
32477,----,SOBOLEVO,HA,RU,25,54.3,N,155.97,E
32540,UHPP,PETROPAVLOVSK-KAMC,,RU,24,52.97,N,158.75,E
32618,----,NIKOLSKOE/BERINGA,HA,RU,6,55.2,N,165.98,E
33008,----,BREST,MI,BY,142,52.12,N,23.67,E
33041,UMGG,GOMEL,MI,BY,126,52.4,N,30.95,E
33317,----,SEPETOVKA,KI,UA,278,50.17,N,27.05,E
33345,UKKK,KIEV/ZHULYANY,KI,UA,168,50.4,N,30.45,E
33347,UKBB,BORYSPIL,KI,UA,122,50.33,N,30.97,E
33393,UKLL,L'VIV,KI,UA,325,49.82,N,23.95,E
33631,----,UZGOROD,KI,UA,118,48.63,N,22.27,E
33658,----,CHERNIVTSI,KI,UA,246,48.37,N,25.9,E
33663,----,MOGILEV-PODOL'SKIJ,KI,UA,79,48.45,N,27.78,E
33791,----,KRYVYI RIH,KI,UA,124,48.03,N,33.22,E
33805,----,NIKOPOL',KV,UA,56,47.58,N,34.4,E
33815,UKII,KISHINEV,KI,UA,180,47.02,N,28.87,E
33837,UKOO,ODESSA/TSENTRALNY,KI,UA,35,46.43,N,30.77,E
33877,----,NIZNIE SEROGOZY,KI,UA,54,46.85,N,34.4,E
33945,----,POCTOVOE,KI,UA,170,44.83,N,33.95,E
33946,UKFF,SIMFEROPOL',KI,UA,181,44.68,N,34.13,E
33966,----,KRYMSKAYA,KI,UA,183,45.05,N,34.6,E
34009,----,KURSK,MS,RU,247,51.77,N,36.17,E
34072,----,KARABULAK,MS,RU,292,52.33,N,46.37,E
34122,UUOO,VORONEZ,MS,RU,154,51.7,N,39.17,E
34172,UWSS,SARATOV,MS,RU,156,51.57,N,46.03,E
34247,----,KALAC,MS,RU,93,50.42,N,41.05,E
34300,UKHH,KHARKOV,KI,UA,155,49.97,N,36.13,E
34467,----,VOLOGRAD,TB,RU,141,48.78,N,44.33,E
34560,URWW,VOLGOGRAD,TB,RU,145,48.68,N,44.35,E
34731,URRR,ROSTOV-NA-DONU,TB,RU,77,47.25,N,39.82,E
34737,----,KUSCEVSKAJA,TB,RU,14,46.57,N,39.63,E
34772,----,YUSTA,TB,RU,2,47.12,N,46.3,E
34838,----,TIHORECK,TB,RU,79,45.85,N,40.08,E
34858,----,DIVNOE,TB,RU,77,46.92,N,45.35,E
34880,----,ASTRAHAN,TB,RU,-22,46.27,N,48.03,E
34882,----,ASTRAHAN',TB,RU,-17,46.28,N,47.98,E
35108,UARR,URALSK,AL,RU,36,51.25,N,51.4,E
35121,UWOO,ORENBURG,AL,RU,109,51.78,N,55.22,E
35225,----,MARTUK,AL,RU,178,50.75,N,56.53,E
35229,UATT,AKTJUBINSK,AL,RU,227,50.3,N,57.23,E
35361,----,AMANGELDY,AL,RU,142,50.13,N,65.23,E
35394,----,KARAGANDA,AL,RU,555,49.8,N,73.13,E
35671,----,DZEZKAZGAN,AL,RU,345,47.8,N,67.72,E
35700,----,GUR'EV,AL,RU,-15,47.02,N,51.85,E
35746,UATA,ARALSK,AL,RU,56,46.78,N,61.67,E
35796,----,BALHAS,AL,RU,352,46.9,N,75,E
36003,----,PAVLODAR,AL,RU,123,52.28,N,76.95,E
36096,----,KYZYL,NO,RU,629,51.7,N,94.45,E
36177,----,SEMIPALATINSK,AL,RU,196,50.35,N,80.25,E
36770,----,MULALY,AL,RU,564,45.45,N,78.23,E
36859,----,PANFILOV,AL,RU,640,44.17,N,80.07,E
36870,UAAA,ALMA-ATA,AL,RU,847,43.23,N,76.93,E
36872,----,ALMATY,AL,RU,662,43.35,N,77,E
36974,----,NARYN (MTN STN),TA,RU,2041,41.43,N,76,E
37011,----,TUAPSE,TB,RU,52,44.1,N,39.03,E
37018,----,TUAPSE (STREAM),TB,RU,41,44.1,N,39.07,E
37054,URMM,MINERALYNE VODY,TB,RU,314,44.22,N,43.1,E
37055,URMM,MINERALYNE VODY',TB,RU,321,44.22,N,43.1,E
37099,----,RAZDOL'NOYE SOCI,TB,RU,57,43.58,N,39.76,E
37259,----,MAHACHKALA,TB,RU,19,43.02,N,47.48,E
37260,----,SUHUMI,TB,RU,13,42.87,N,41.13,E
37395,----,KUTAISI,TB,RU,116,42.27,N,42.63,E
37472,----,MAHACKALA,TB,RU,6,43.02,N,47.43,E
37484,----,BATUMI (BAY),TB,RU,6,41.65,N,41.63,E
37507,----,ADIGENI,TB,RU,1185,41.7,N,42.7,E
37545,----,TBILISI,TB,RU,403,41.7,N,44.75,E
37549,UGGG,TBILISI/NOVOALEXEY,TB,RU,467,41.68,N,44.95,E
37750,----,ISMAILLY,TB,RU,550,40.78,N,48.13,E
37789,UGEE,YEREVAN/ZVARTNOTS,TB,RU,890,40.13,N,44.47,E
37860,----,MASHTAGA,TB,RU,28,40.53,N,50,E
37936,----,NAKHICHEVAN,TB,RU,875,39.2,N,45.42,E
37985,----,LENKORAN',TB,RU,11,38.73,N,48.83,E
37989,----,ASTRARA,TB,RU,21,38.45,N,48.88,E
38062,UAOO,KZYL-ORDA,AL,RU,129,44.77,N,65.53,E
38064,----,KYSYLORDA,AL,RU,133,44.77,N,65.52,E
38341,----,DZAMBUL,AL,RU,653,42.85,N,71.38,E
38343,----,LUGOVAJA,AL,RU,683,45.95,N,72.75,E
38352,----,BELOVODSKOE,TA,RU,726,42.85,N,74.1,E
38353,UAFF,FRUNZE,TA,RU,760,42.85,N,74.53,E
38358,----,SUSAMYR,TA,RU,2092,42.15,N,73.98,E
38388,----,EKEDGE,TA,RU,62,41.03,N,57.77,E
38392,----,DASHKHOVUZ,TA,RU,88,41.83,N,59.98,E
38413,UTSM,TAMDY-BULAK,TA,RU,238,41.73,N,64.62,E
38457,UTTT,TASKENT/YUZNI,TA,RU,489,41.27,N,69.27,E
38507,----,KRASNOVODSK,TA,RU,89,40.03,N,52.98,E
38606,----,KOKAND,TA,RU,405,40.55,N,70.95,E
38613,----,DZALAL-ABAD,TA,RU,765,40.92,N,72.95,E
38687,----,CARDZOU,TA,RU,193,39.08,N,63.6,E
38750,----,GASAN-KULI,TA,RU,-23,37.47,N,53.97,E
38755,----,BYGDAILI,TA,RU,1,38.53,N,54.3,E
38836,UTDD,DUSANBE,TA,RU,803,38.55,N,68.78,E
38878,----,MURGAB,TA,RU,3576,38.17,N,73.98,E
38880,----,ASHABAD,TA,RU,210,37.97,N,58.33,E
38927,UTST,TERMEZ,TA,RU,302,37.23,N,67.27,E
38954,----,KHOROG,TA,RU,2080,37.5,N,71.5,E
38989,----,TAHTA-BAZAR,TA,RU,349,35.92,N,62.92,E
40007,OSAP,ALEPPO (CIV/MIL),,SY,393,36.18,N,37.22,E
40039,----,RAQQA,,SY,245,35.93,N,39.02,E
40041,----,AL-RASTAN,,SY,450,34.93,N,36.73,E
40080,OSDI,DAMASCUS (CIV/MIL),,SY,609,33.42,N,36.52,E
40100,OLBA,BEIRUT (CIV/MIL),,LB,19,33.82,N,35.48,E
40155,LLHA,HAIFA (ISR-AFB),,IS,8,32.47,N,35.01,E
40165,----,HAIFA/R.DAVID,,IS,51,32.67,N,35.18,E
40179,----,BET DAGAN,,IS,30,32,N,34.82,E
40180,LLBG,BEN-GURION (CIV/MI,,IS,49,32,N,34.53,E
40186,----,ASHDOD NORTH,,IS,20,31.87,N,34.68,E
40191,LLBS,BEER-SHEVA/TEYMA,,IS,200,31.17,N,34.43,E
40198,LLOV,OVDA (ISR-AFB/CIV),,IS,432,29.56,N,34.56,E
40199,LLET,ELAT/J. HOZMAN,,IS,12,29.55,N,34.95,E
40265,OJMF,MAFRAQ (JOR-AFB),,JD,687,32.37,N,36.27,E
40290,LLJR,JERUSALEM/ATAROT,,IS,759,31.52,N,35.13,E
40373,OEPA,HAFR AL-BATIN ARPT,,SD,355,28.33,N,46.12,E
40375,OETB,TABUK (SAUD-AFB),,SD,770,28.37,N,36.58,E
40376,----,TAYMA (AUT),,SD,860,27.6,N,38.6,E
40394,OEHL,HAIL,,SD,1013,27.52,N,41.73,E
40400,----,EL WEJH,,SD,22,26.23,N,36.43,E
40416,OEDR,DHAHRAN INTL ARPT,,SD,17,26.27,N,50.15,E
40417,OEDF,KING FAHAD INTERNA,,SD,12,26.45,N,49.82,E
40420,OEAH,AL AHSA,,SD,172,25.28,N,49.48,E
40421,----,HUFUF (AUT),,SD,151,25.3,N,49.7,E
40430,OEMA,MADINAH INTL ARPT,,SD,631,24.55,N,39.72,E
40435,OEDW,DAWADMI,,SD,990,24.5,N,44.4,E
40437,OERK,RIYADH/KING KHALID,,SD,612,24.93,N,46.72,E
40438,OERY,RIYADH (SAUD-AFB),,SD,612,24.72,N,46.72,E
40495,----,SULAYEL/ASSULAYYIL,,SD,617,20.47,N,45.67,E
40582,OKBK,KUWAIT INTERNATION,,KW,55,29.22,N,47.98,E
40585,----,AL SHUAIBA,,KW,6,29.03,N,48.15,E
40594,----,AL-NWAISEEB,,KW,3,28.5,N,48.47,E
40608,----,MOSUL,,IQ,222,36.32,N,43.15,E
40642,----,RUTBA,,IQ,615,33.03,N,40.28,E
40648,ORBH,HABBANIYA (IRQ-AFB,,IQ,45,33.37,N,43.57,E
40650,ORBB,BAGDAD/SIRSENK,,IQ,34,33.23,N,44.23,E
40676,----,NASIRIYA,,IQ,3,31.08,N,46.23,E
40688,ORMS,SHAIBAH/BASRAH,,IQ,19,30.42,N,47.65,E
40698,----,BASRA,,IQ,2,30.57,N,47.78,E
40701,----,MAKKO,,IR,1470,39.33,N,44.43,E
40706,OITT,TABRIZ(IRAN-AB/CIV,,IR,1361,38.08,N,46.28,E
40710,----,SARAB,,IR,1500,37.93,N,47.53,E
40745,OIMM,MASHHAD (AFB/CIV),,IR,980,36.27,N,59.63,E
40747,OICS,SANANDAJ,,IR,1373,35.33,N,47,E
40754,OIII,TEHRAN/MEHRABAD AF,,IR,1191,35.68,N,51.35,E
40765,OICG,GHASRE-SHIRIN,,IR,378,34.52,N,45.58,E
40766,OICC,KERMANSHAH/BAKTARA,,IR,1322,34.27,N,47.12,E
40780,----,ILAM,,IR,1363,33.63,N,46.42,E
40789,----,KHOR,,IR,921,33.78,N,55.08,E
40791,OIMT,TABAS,,IR,711,33.6,N,56.92,E
40794,----,SAFI/ABAD DEZFU,,IR,82,32.27,N,48.43,E
40795,----,VAHDATI AFB,,IR,152,32.43,N,48.4,E
40800,OIFM,ESFAHAN (CIV/AFB),,IR,1590,32.62,N,51.67,E
40809,OIMB,BIRJAND,,IR,1491,32.87,N,59.2,E
40811,OIAW,AHWAZ,,IR,22,31.2,N,48.4,E
40821,OIYY,YAZD,,IR,1230,31.9,N,54.28,E
40841,OIKK,KERMAN,,IR,1754,30.25,N,56.97,E
40848,OISS,SHIRAZ (CIV/AFB),,IR,1491,29.53,N,52.58,E
40851,----,SIRJAN,,IR,1739,29.47,N,55.72,E
40856,OIZH,ZAHEDAN/INTL,,IR,1370,29.47,N,60.88,E
40875,OIKB,BANDAR ABBAS INTL,,IR,10,27.22,N,56.37,E
40879,OIZI,IRANSHAHR,,IR,591,27.2,N,60.7,E
40911,----,MAZAR-I-SHARIF,,AF,378,42.7,N,67.2,E
40938,----,HERAT,,AF,964,34.22,N,62.22,E
40948,KBLO,KABUL AIRPORT,,AF,1791,34.33,N,69.13,E
40990,----,KANDAHAR AIRPORT,,AF,1010,31.5,N,65.85,E
41014,----,OBAYLAH (AUT),,SD,588,22.22,N,50.88,E
41024,OEJN,JEDDAH/ABDUL AZIZ,,SD,12,21.67,N,39.15,E
41112,OEAB,ABHA,,SD,2084,18.23,N,42.65,E
41114,OEKM,KHAMIS MUSHAIT AFB,,SD,2054,18.3,N,42.8,E
41141,----,GIZAN (AUT),,SD,6,16.9,N,42.5,E
41170,OTBD,DOHA INTL AIRPORT,,QT,10,25.25,N,51.57,E
41181,OMRK,RAS AL KHAIMAH,,ER,31,25.62,N,55.93,E
41217,OMAA,ABU DHABI INTL,,ER,27,24.43,N,54.65,E
41218,OMAL,AL AIN INTL AIRPOR,,ER,262,24.25,N,55.6,E
41254,OOSQ,SAIQ,,OM,1755,23.07,N,57.65,E
41256,OOMS,SEEB INTL/MUSCAT,,OM,8,23.58,N,58.28,E
41288,----,MASIRAH,,OM,21,20.68,N,58.9,E
41316,OOSA,SALALAH,,OM,20,17.03,N,54.08,E
41344,----,SANA'A (CIV/MIL),,YE,2190,15.52,N,44.18,E
41404,OYSN,SANA'A,,YE,2190,15.38,N,44.2,E
41414,----,THAMUD,,YE,610,17.37,N,50.95,E
41416,----,KAMARAN,,YE,15,15.37,N,4.42,E
41437,OYAT,ATAQ,,DY,1067,14.55,N,46.83,E
41480,OYAA,ADEN INTL ARPT,,DY,3,12.67,N,45.03,E
41506,----,CHITRAL,,PK,1494,35.85,N,71.83,E
41508,----,DIR,,PK,1370,35.2,N,71.85,E
41515,----,DROSH,,PK,1480,35.4,N,71.78,E
41529,----,PESHAWAR,,PK,329,34.03,N,71.93,E
41530,OPPS,PESHAWAR (CIV/MIL),,PK,360,34.02,N,71.58,E
41531,----,BATTAL,,PK,1676,34.58,N,73.15,E
41560,----,PARACHINAR,,PK,1728,33.87,N,70.08,E
41571,----,CHAKLALA,,PK,509,33.62,N,73.1,E
41593,----,SARGODHA (PAK-AFB),,PK,187,32.05,N,72.67,E
41594,OPSR,SARGODHA (PAK-AFB),,PK,188,32.05,N,72.67,E
41598,----,JHELUM,,PK,233,32.93,N,73.72,E
41620,----,FORT SANDEMAN,,PK,1405,31.35,N,69.47,E
41624,----,DERA ISMAIL KHAN,,PK,174,31.82,N,70.92,E
41640,OPLH,LAHORE/WALTON,,PK,215,31.55,N,74.33,E
41661,----,QUETTA BREWERY,,PK,1621,30.27,N,66.92,E
41675,OPMT,MULTAN,,PK,123,30.2,N,71.43,E
41685,----,BARKHAN,,PK,1097,29.88,N,69.72,E
41710,----,NOKKUNDI,,PK,683,28.82,N,62.75,E
41712,----,DALBANDIN,,PK,849,28.88,N,64.4,E
41715,----,JACOBABAD,,PK,56,28.3,N,68.47,E
41718,----,KHABPUR,,PK,87,28.65,N,70.68,E
41739,----,PANJGUR,,PK,981,26.97,N,64.1,E
41744,----,KHUZDAR,,PK,1225,27.83,N,66.63,E
41749,----,NAWABSHAH,,PK,37,26.25,N,68.37,E
41756,----,JIWANI,,PK,57,25.04,N,61.48,E
41768,----,CHHOR,,PK,6,25.52,N,69.78,E
41780,OPKC,KARACHI INTL ARPT,,PK,22,24.9,N,67.13,E
41859,----,RANGPUR,,BD,34,25.73,N,89.23,E
41883,----,BOGRA,,BD,20,24.85,N,89.37,E
41891,----,SYLHET,,BD,35,24.9,N,91.88,E
41895,VGRJ,RAJSHAHI,,BD,20,24.37,N,88.7,E
41907,VGIS,ISHURDI,,BD,14,24.13,N,89.05,E
41909,----,TANGAIL,,BD,56,24.25,N,89.93,E
41923,----,COMILLA,,BD,9,23.43,N,91.18,E
41929,----,FARODPUR,,BD,9,23.6,N,89.85,E
41936,----,JESSORE,,BD,7,23.11,N,89.1,E
41943,----,FENI,,BD,8,23.03,N,91.42,E
41950,----,BARISAL,,BD,4,22.75,N,90.37,E
41977,----,CHITTAGONG/AMBAGAN,,BD,34,22.35,N,91.82,E
41992,----,COX'S BAZAR,,BD,4,21.43,N,91.93,E
42027,----,SRINAGAR,,IN,1587,34.08,N,74.83,E
42056,----,JAMMU,,IN,323,32.67,N,74.83,E
42079,----,SUNDERNAGAR,,IN,875,31.53,N,76.9,E
42097,----,BHATINDA,,IN,211,30.17,N,74.58,E
42101,----,PATIALA,,IN,251,30.33,N,76.47,E
42103,----,AMBALA,,IN,272,30.38,N,76.77,E
42107,----,DHARMPUR,,IN,1986,30.9,N,77.02,E
42111,----,DEHRA DUN,,IN,682,30.32,N,78.03,E
42112,----,MUSSOORIE,,IN,2042,30.45,N,78.08,E
42114,----,TEHRI,,IN,29,30.4,N,78.48,E
42117,----,CHAMOLI,,IN,20,30.4,N,79.33,E
42123,----,GANGANAGAR,,IN,177,29.92,N,73.92,E
42131,VIHR,HISSAR,,IN,221,29.17,N,75.73,E
42147,----,MUKTESHWAR KUMA,,IN,2311,29.47,N,79.65,E
42165,----,BIKANER,,IN,224,28,N,73.3,E
42170,----,CHURU,,IN,286,28.25,N,74.92,E
42181,VIDP,INDIRA GANDHI,,IN,233,28.57,N,77.12,E
42182,VIDD,DELHI/SAFDARJUNG,,IN,216,28.58,N,77.2,E
42187,----,MORADABAD,,IN,202,28.83,N,78.75,E
42188,----,RAMPUR,,IN,191,28.75,N,79,E
42189,----,BAREILLY,,IN,173,28.36,N,79.4,E
42260,----,AGRA/VIAG,,IN,168,27.16,N,77.96,E
42273,----,BAHRAICH,,IN,124,27.57,N,81.6,E
42282,----,NAUTANWA,,IN,98,27.43,N,83.42,E
42299,----,GANGTOK,,IN,1756,27.33,N,88.62,E
42314,VEMN,DIBRUGARH/MOHANBAR,,IN,111,27.48,N,95.02,E
42328,----,JAISALMER,,IN,257,26.9,N,70.92,E
42339,VIJO,JODHPUR (IN-AFB),,IN,224,26.3,N,73.02,E
42348,----,JAIPUR,,IN,390,26.82,N,75.8,E
42361,VIGR,GWALIOR (IN-AFB),,IN,207,26.23,N,78.25,E
42364,----,ETAWAH,,IN,151,26.45,N,79.02,E
42367,VICX,KANPUR/CHAKERI,,IN,126,26.4,N,80.4,E
42368,----,LUCKNOW,,IN,110,26.87,N,80.93,E
42369,VILK,LUCKNOW/AMAUSI,,IN,128,26.75,N,80.88,E
42375,----,SULTANPUR,,IN,97,26.25,N,82,E
42379,VEGK,GORAKHPUR (IN-AFB),,IN,77,26.75,N,83.37,E
42393,----,SUPAUL,,IN,50,26.13,N,86.58,E
42397,----,SILIGURI,,IN,123,26.67,N,88.37,E
42398,VEBD,BAGHDOGRA (IN-AFB),,IN,131,26.63,N,88.32,E
42399,----,JALPAIGURI,,IN,81,26.53,N,88.72,E
42409,----,TANGLA,,IN,65,26.65,N,91.92,E
42410,VEGT,GAUHATI (IN-AFB),,IN,54,26.1,N,91.58,E
42420,----,GOLAGHAT,,IN,95,26.52,N,93.98,E
42435,----,BARMER,,IN,193,25.75,N,71.38,E
42447,----,BHILWARA,,IN,425,25.35,N,74.63,E
42452,VIKO,KOTA AERODROME,,IN,274,25.15,N,75.85,E
42474,----,ALLAHABAD,,IN,98,25.45,N,81.73,E
42475,----,ALLAHABAD/BAMRAULI,,IN,98,25.45,N,81.73,E
42492,VEPT,PATNA,,IN,60,25.6,N,85.1,E
42498,----,BHAGALPUR,,IN,49,25.23,N,86.95,E
42539,----,DEESA,,IN,136,24.2,N,72.2,E
42542,----,UDAIPUR,,IN,514,24.61,N,73.88,E
42543,----,UDAIPUR,,IN,582,24.58,N,73.7,E
42571,VIST,SATNA,,IN,317,24.57,N,80.83,E
42591,----,GAVA,,IN,116,24.75,N,84.95,E
42623,----,IMPHAL,,IN,774,24.67,N,93.9,E
42634,----,BHUJ,,IN,80,23.25,N,69.67,E
42647,VAAH,AHMADABAD,,IN,55,23.07,N,72.63,E
42667,VABP,BHOPAL/BAIRAGARH,,IN,523,23.28,N,77.35,E
42675,----,JABALPUR,,IN,393,23.16,N,79.95,E
42701,VERC,RANCHI,,IN,652,23.32,N,85.32,E
