,WMO,FAA,Station_Name,Continent,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
0,48698,WSSS,Singapore ,SEA,WSSS,SINGAPORE/CHANGI,,SR,16,1.37,N,103.98,E
1,82022,SBBV,Boa Vista ,North_America,SBBV,BOA VISTA/AIRPORT,,BZ,140,2.83,N,60.7,W
